"Name" -> "Pedestrian_Crashes_from_2005_to_2014"
"ResourceType" -> "DataResource"
"Title" -> "Pedestrian Crashes Champaign-Urbana"
"Description" -> "Features of records of pedestrian crashes in Champaign-Urbana IL from 2005 to 2014"
"Publisher" -> "The Champaign Urbana Urbanized Area Transportation Study (CUUATS) Open Data"
"Source" -> "http://data.cuuats.org/datasets/cb128e58eb85408f9730d509b637b4c7_0?uiTab=table"
"Date" -> "2005-2014"
"Keywords" -> "Text, Pedestrian, Crash, Geographical, Champaign, Urbana"
"Categories" -> "Crime and Public Safety"
"ContentLocation" -> "Champaign-Urbana, Illinois"
X,Y,OBJECTID,Injury,Fatality,Year,CollisionType,Weather,Light,RoadSurface,TrafficControl,City,CrashSeverity
-88.24347584998965,40.110228790303843,413,1,0,2009,Pedestrian,Rain,"Darkness, lighted road",Wet,Other,Champaign,B-Injury
-88.235405024765882,40.110278357532223,414,1,0,2009,Pedestrian,Clear,"Darkness, lighted road",Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.410362177899714,40.200230355364262,415,0,1,2006,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Mahomet,Fatal
-88.400906862432265,40.194339522750568,416,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Mahomet,A-Injury
-88.234760060115931,40.185530210611546,417,1,0,2006,Pedestrian,Clear,Darkness,Dry,No Controls,Unincorporated,B-Injury
-88.072360764029909,40.11339020483706,418,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Unincorporated,B-Injury
-88.152447564078699,40.069355644181023,419,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Unincorporated,B-Injury
-88.203555501493696,40.118987934320856,420,2,0,2006,Pedestrian,Clear,Darkness,Dry,No Controls,Urbana,B-Injury
-88.19058786426001,40.091507940810089,421,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,A-Injury
-88.281281889326209,40.106148060388925,422,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,C-Injury
-88.273165143370974,40.139347762830191,423,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,C-Injury
-88.205003989700202,40.113575718718565,424,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,A-Injury
-88.205004849299584,40.103697776378425,425,1,0,2006,Pedestrian,Rain,Daylight,Wet,School Zone,Urbana,B-Injury
-88.233583413652141,40.109098017163987,426,1,0,2006,Pedestrian,Clear,Darkness,Wet,No Controls,Champaign,A-Injury
-88.233522751693712,40.10542138401091,427,1,0,2006,Pedestrian,Rain,Darkness,Wet,Other Warning Sign,Champaign,A-Injury
-88.23357728797528,40.107978374952957,428,1,0,2006,Pedestrian,Rain,Daylight,Wet,Traffic Signal,Champaign,B-Injury
-88.230455463240233,40.111539071335315,429,1,0,2006,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,C-Injury
-88.230456917307322,40.110327168340632,430,1,0,2006,Pedestrian,Clear,"Darkness, lighted road",Dry,Traffic Signal,Champaign,B-Injury
-88.228948192119972,40.11149543128839,431,1,0,2006,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,B-Injury
-88.243626582945069,40.128449225063953,432,1,0,2006,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Champaign,A-Injury
-88.243536683585162,40.12122072981672,433,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,A-Injury
-88.24842122692371,40.143739770423615,434,1,0,2006,Pedestrian,Clear,Darkness,Dry,No Controls,Champaign,A-Injury
-88.245216746631954,40.116357037462123,435,1,0,2006,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,C-Injury
-88.24524583289319,40.127187388285876,436,1,0,2006,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Champaign,B-Injury
-88.246852645878633,40.116349247056235,437,1,0,2006,Pedestrian,Rain,Daylight,Wet,Traffic Signal,Champaign,A-Injury
-88.219258070757078,40.105984324949333,438,2,0,2006,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,A-Injury
-88.219312282527625,40.110594197144756,439,1,0,2006,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,C-Injury
-88.223994868829223,40.112818570439828,440,1,0,2006,Pedestrian,Rain,Daylight,Wet,Traffic Signal,Urbana,B-Injury
-88.223874974967046,40.107019276855901,441,1,0,2006,Pedestrian,Clear,Daylight,Dry,Stop Sign/Flasher,Urbana,B-Injury
-88.272466313864555,40.120041603594778,442,1,0,2006,Pedestrian,Clear,Dusk,Dry,No Controls,Champaign,A-Injury
-88.276467322325644,40.102375917552294,443,1,0,2006,Pedestrian,Rain,Darkness,Wet,No Controls,Champaign,B-Injury
-88.216055930623497,40.112788044203029,444,3,0,2006,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Urbana,A-Injury
-88.21940531187343,40.112848105838076,445,1,0,2006,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Urbana,C-Injury
-88.236891223024926,40.119326315259329,446,1,0,2006,Pedestrian,Clear,"Darkness, lighted road",Wet,No Controls,Champaign,A-Injury
-88.209025835199654,40.116516649198871,447,1,0,2006,Pedestrian,Clear,Darkness,Dry,Traffic Signal,Urbana,B-Injury
-88.221856873249052,40.120082608580503,448,5,0,2006,Pedestrian,Rain,Darkness,Wet,No Controls,Urbana,B-Injury
-88.265249497841424,40.127326725002348,449,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,A-Injury
-88.237030573805725,40.130381466274493,450,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,A-Injury
-88.184430150880971,40.142036122427434,451,0,1,2006,Pedestrian,Clear,Darkness,Dry,No Controls,Urbana,Fatal
-88.270702371971268,40.146385398190496,452,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Champaign,B-Injury
-88.2255566201938,40.110567366083956,453,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,C-Injury
-88.229284707103361,40.11265472035798,454,1,0,2006,Pedestrian,Clear,Daylight,Dry,Lane Use Marking,Champaign,B-Injury
-88.286959151553901,40.112934968720573,455,1,0,2006,Pedestrian,Clear,Darkness,Dry,Lane Use Marking,Champaign,A-Injury
-88.238715301683769,40.110240089098049,456,1,0,2006,Pedestrian,Rain,"Darkness, lighted road",Wet,Traffic Signal,Champaign,C-Injury
-88.243494476071845,40.110229310127465,457,1,0,2006,Pedestrian,Clear,Daylight,Dry,Traffic Signal,Champaign,C-Injury
-88.237066153122555,40.110267652924399,458,1,0,2006,Pedestrian,Rain,Darkness,Wet,No Controls,Champaign,B-Injury
-88.221882393861733,40.104158885042843,459,1,0,2006,Pedestrian,Rain,"Darkness, lighted road",Wet,Stop Sign/Flasher,Urbana,B-Injury
-88.194704720152771,40.094748430999609,460,1,0,2006,Pedestrian,Clear,"Darkness, lighted road",Dry,No Controls,Urbana,B-Injury
-88.194491251486909,40.094753899723365,461,1,0,2006,Pedestrian,Clear,Daylight,Dry,No Controls,Urbana,C-Injury
